arxiv_id,title,authors,categories,published,updated,url,pdf_url,doi,journal_ref,abstract,collected_at
2604.24758v1,Personalized Worked Example Generation from Student Code Submissions using Pattern-based Knowledge Components,Griffin Pitts; Muntasir Hoq; Peter Brusilovsky; Narges Norouzi; Arto Hellas; Juho Leinonen; Bita Akram,cs.HC; cs.AI; cs.CY; cs.ET; cs.LG,2026-04-27T17:56:56+00:00,2026-04-27T17:56:56+00:00,http://arxiv.org/abs/2604.24758v1,https://arxiv.org/pdf/2604.24758v1,,,"Adaptive programming practice often relies on fixed libraries of worked examples and practice problems, which require substantial authoring effort and may not correspond well to the logical errors and partial solutions students produce while writing code. As a result, students may receive learning content that does not directly address the concepts they are working to understand, while instructors must either invest additional effort in expanding content libraries or accept a coarse level of personalization. We present an approach for knowledge-component (KC) guided educational content generation using pattern-based KCs extracted from student code. Given a problem statement and student submissions, our pipeline extracts recurring structural KC patterns from students' code through AST-based analysis and uses them to condition a generative model. In this study, we apply this approach to worked example generation, and compare baseline and KC-conditioned outputs through expert evaluation. Results suggest that KC-conditioned generation improves topical focus and relevance to learners' underlying logical errors, providing evidence that KC-based steering of generative models can support personalized learning at scale.",2026-04-28T03:27:01.273788+00:00
2604.24749v1,The Optimal Sample Complexity of Multiclass and List Learning,Chirag Pabbaraju,cs.LG; stat.ML,2026-04-27T17:54:12+00:00,2026-04-27T17:54:12+00:00,http://arxiv.org/abs/2604.24749v1,https://arxiv.org/pdf/2604.24749v1,,,"While the optimal sample complexity of binary classification in terms of the VC dimension is well-established, determining the optimal sample complexity of multiclass classification has remained open. The appropriate complexity parameter for multiclass classification is the DS dimension, and despite significant efforts, a gap of $\sqrt{\text{DS}}$ has persisted between the upper and lower bounds on sample complexity.   Recent work by Hanneke et al. (2026) shows a novel algebraic characterization of multiclass hypothesis classes in terms of their DS dimension. Building up on this, we show that the maximum hypergraph density of any multiclass hypothesis class is upper-bounded by its DS dimension. This proves a longstanding conjecture of Daniely and Shalev-Shwartz (2014). As a consequence, we determine the optimal dependence of the sample complexity on the DS dimension for multiclass as well as list learning.",2026-04-28T03:27:01.273864+00:00
2604.24745v1,Conflict-Aware Harmonized Rotational Gradient for Multiscale Kinetic Regimes,Zhangyong Liang,cs.LG,2026-04-27T17:47:42+00:00,2026-04-27T17:47:42+00:00,http://arxiv.org/abs/2604.24745v1,https://arxiv.org/pdf/2604.24745v1,,,"In this paper, we propose a harmonized rotational gradient method, termed HRGrad, for simultaneously tackling multiscale time-dependent kinetic problems with varying small parameters.   These parameters exhibit asymptotic transitions from microscopic to macroscopic physics, making it a challenging multi-task problem to solve over all ranges simultaneously.   Solving tasks in different asymptotic regions often encounter gradient conflicts, which can lead to the failure of multi-task learning.   To address this challenge, we explicitly encode a hidden representation of these parameters, ensuring that the corresponding solving tasks are serialized for simultaneous training.   Furthermore, to mitigate gradient conflicts, we segment the prediction results to construct task losses and introduce a novel gradient alignment metric to ensure a positive dot product between the final update and each loss-specific gradient.   This metric maintains consistent optimization rates for all task losses and dynamically adjusts gradient magnitudes based on conflict levels.   Moreover, we provide a mathematical proof demonstrating the convergence of the HRGrad method, which is evaluated across a range of challenging asymptotic-preserving neural networks (APNNs) scenarios.   We conduct an extensive set of experiments encompassing the Bhatnagar-Gross-Krook (BGK) equation and the linear transport equation in all ranges of Knudsen number.   Our results indicate that HRGrad effectively overcomes the `failure modes' of APNNs in these problems.",2026-04-28T03:27:01.273927+00:00
2604.24737v1,Learning to Think from Multiple Thinkers,Nirmit Joshi; Roey Magen; Nathan Srebro; Nikolaos Tsilivis; Gal Vardi,cs.LG; cs.AI; cs.CC; stat.ML,2026-04-27T17:43:44+00:00,2026-04-27T17:43:44+00:00,http://arxiv.org/abs/2604.24737v1,https://arxiv.org/pdf/2604.24737v1,,,"We study learning with Chain-of-Thought (CoT) supervision from multiple thinkers, all of whom provide correct but possibly systematically different solutions, e.g., step-by-step solutions to math problems written by different thinkers, or step-by-step execution traces of different programs solving the same problem.   We consider classes that are computationally easy to learn using CoT supervision from a single thinker, but hard to learn with only end-result supervision, i.e., without CoT (Joshi et al. 2025). We establish that, under cryptographic assumptions, learning can be hard from CoT supervision provided by two or a few different thinkers, in passive data-collection settings.   On the other hand, we provide a generic computationally efficient active learning algorithm that learns with a small amount of CoT data per thinker that is completely independent of the target accuracy $\varepsilon$, a moderate number of thinkers that scales as $\log \frac{1}{\varepsilon}\log \log \frac{1}{\varepsilon}$, and sufficient passive end-result data that scales as $\frac{1}{\varepsilon}\cdot poly\log\frac{1}{\varepsilon}$.",2026-04-28T03:27:01.273993+00:00
2604.24729v1,SpecRLBench: A Benchmark for Generalization in Specification-Guided Reinforcement Learning,Zijian Guo; İlker Işık; H. M. Sabbir Ahmad; Wenchao Li,cs.LG,2026-04-27T17:40:18+00:00,2026-04-27T17:40:18+00:00,http://arxiv.org/abs/2604.24729v1,https://arxiv.org/pdf/2604.24729v1,,,"Specification-guided reinforcement learning (RL) provides a principled framework for encoding complex, temporally extended tasks using formal specifications such as linear temporal logic (LTL). While recent methods have shown promising results, their ability to generalize across unseen specifications and diverse environments remains insufficiently understood. In this work, we introduce SpecRLBench, a benchmark designed to evaluate the generalization capabilities of LTL-based specification-guided RL methods. The benchmark spans multiple difficulty levels across navigation and manipulation domains, incorporating both static and dynamic environments, diverse robot dynamics, and varied observation modalities. Through extensive empirical evaluation, we characterize the strengths and limitations of existing approaches and reveal the challenges that emerge as specification and environment complexity increase. SpecRLBench provides a structured platform for systematic comparison and supports the development of more generalizable specification-guided RL methods. Code is available at https://github.com/BU-DEPEND-Lab/SpecRLBench.",2026-04-28T03:27:01.274040+00:00
2604.24717v1,Learning to Rotate: Temporal and Semantic Rotary Encoding for Sequential Modeling,Hailing Cheng; Daqi Sun; Xinyu Lu,cs.AI,2026-04-27T17:26:15+00:00,2026-04-27T17:26:15+00:00,http://arxiv.org/abs/2604.24717v1,https://arxiv.org/pdf/2604.24717v1,,,"Every Transformer architecture dedicates enormous capacity to learning rich representations in semantic embedding space -- yet the rotation manifold acted upon by Rotary Positional Embeddings (RoPE) has been treated as a fixed, hand-crafted structure, populated only by discrete ordinal indices. We argue that this rotation space is a largely overlooked second dimension of expressivity in the attention mechanism, one whose systematic exploration may open a new door for attention-based architectures. The analogy to complex numbers is instructive: just as introducing the imaginary axis -- orthogonal to and independent of the real line -- unlocked new algebraic structure once believed impossible, treating the rotation manifold as a learnable, signal-conditioned space opens an orthogonal degree of freedom in attention. In this framing, the token embedding encodes the semantic (real) component of a representation -- what a token means -- while the rotation encodes its dynamic (imaginary) component -- how it relates to every other token across time, position, and context.   We introduce SIREN-RoPE, a concrete instantiation of this idea, which populates the rotation dimension with heterogeneous signals -- continuous timestamps, cyclical temporal patterns, and categorical metadata -- via a dual-branch Sinusoidal Representation Network (SIREN). As a proof of concept, we evaluate on a production-scale news feed dataset from a major social network using a generative recommender as the ranking model, demonstrating that activating this hidden dimension yields consistent improvements across calibration and ranking objectives with negligible computational overhead. We invite the community to view the rotation space not as a solved positional-encoding detail, but as an untapped axis whose rich structure may prove as consequential for attention as the imaginary unit proved for algebra.",2026-04-28T03:27:01.274086+00:00
2604.24715v1,Long-Context Aware Upcycling: A New Frontier for Hybrid LLM Scaling,Parsa Ashrafi Fashi; Utkarsh Saxena; Mehdi Rezagholizadeh; Aref Jafari; Akash Haridas; Mingyu Yang; Vansh Bhatia; Guihong Li; Vikram Appia; Emad Barsoum,cs.CL; cs.LG,2026-04-27T17:23:37+00:00,2026-04-27T17:23:37+00:00,http://arxiv.org/abs/2604.24715v1,https://arxiv.org/pdf/2604.24715v1,,,"Hybrid sequence models that combine efficient Transformer components with linear sequence modeling blocks are a promising alternative to pure Transformers, but most are still pretrained from scratch and therefore fail to reuse existing Transformer checkpoints. We study upcycling as a practical path to convert pretrained Transformer LLMs into hybrid architectures while preserving short-context quality and improving long-context capability. We call our solution \emph{HyLo} (HYbrid LOng-context): a long-context upcycling recipe that combines architectural adaptation with efficient Transformer blocks, Multi-Head Latent Attention (MLA), and linear blocks (Mamba2 or Gated DeltaNet), together with staged long-context training and teacher-guided distillation for stable optimization. HyLo extends usable context length by up to $32\times$ through efficient post-training and reduces KV-cache memory by more than $90\%$, enabling up to 2M-token prefill and decoding in our \texttt{vLLM} inference stack, while comparable Llama baselines run out of memory beyond 64K context. Across 1B- and 3B-scale settings (Llama- and Qwen-based variants), HyLo delivers consistently strong short- and long-context performance and significantly outperforms state-of-the-art upcycled hybrid baselines on long-context evaluations such as RULER. Notably, at similar scale, HyLo-Qwen-1.7B trained on only 10B tokens significantly outperforms JetNemotron (trained on 400B tokens) on GSM8K, Lm-Harness common sense reasoning and RULER-64K.",2026-04-28T03:27:01.274140+00:00
2604.24708v1,Scalable Hyperparameter-Divergent Ensemble Training with Automatic Learning Rate Exploration for Large Models,Hailing Cheng; Tao Huang; Chen Zhu; Antonio Alonso,cs.LG; cs.AI,2026-04-27T17:17:28+00:00,2026-04-27T17:17:28+00:00,http://arxiv.org/abs/2604.24708v1,https://arxiv.org/pdf/2604.24708v1,,,"Training large neural networks with data-parallel stochastic gradient descent allocates N GPU replicas to compute effectively identical updates -- a practice that leaves the rich space of learning rate configurations entirely unexplored during training. We propose Hyperparameter-Divergent Ensemble Training (HDET), a method that repurposes these replicas for simultaneous learning rate exploration at negligible communication overhead. HDET operates in alternating phases: a fan-out stage in which replicas train independently under a structured, symmetric spread of learning rates, and a converge stage in which parameters are averaged across all replicas via AllReduce every T steps. Building on this ensemble substrate, we further propose an automatic learning rate (auto-LR) controller that treats the relative training loss across replicas as a performance signal, updating the shared base schedule toward higher-performing configurations via a momentum-based gradient-free meta-update. The combined method produces a self-adapting learning rate schedule that improves both optimization quality and generalization without additional hyperparameter sweeps or training budget.   Crucially, the framework generalizes beyond learning rate: any scalar hyperparameter that does not alter model architecture -- such as dropout rate, attention scale temperature, or weight-decay coefficient -- can be explored across replicas using the same fan-out/converge protocol, with inter-replica loss differences serving as zero-order hypergradients that guide the search direction. HDET is implemented as a drop-in replacement for PyTorch's OneCycleLR scheduler, requiring no changes to model architecture, optimizer, or data pipeline.",2026-04-28T03:27:01.274190+00:00
2604.24706v1,Exploiting Differential Flatness for Efficient Learning-based Model Predictive Control of Constrained Multi-Input Control Affine Systems,Tobias A. Farger; Adam W. Hall; Angela P. Schoellig,eess.SY; cs.LG; cs.RO,2026-04-27T17:14:17+00:00,2026-04-27T17:14:17+00:00,http://arxiv.org/abs/2604.24706v1,https://arxiv.org/pdf/2604.24706v1,,,"Learning-based control techniques use data from past trajectories to control systems with uncertain dynamics. However, learning-based controllers are often computationally inefficient, limiting their practicality. To address this limitation, we propose a learning-based controller that exploits differential flatness, a property of many robotic systems. Recent research on using flatness for learning-based control either is limited in that it (i) ignores input constraints, (ii) applies only to single-input systems, or (iii) is tailored to specific platforms. In contrast, our approach uses a system extension and block-diagonal cost formulation to control general multi-input, nonlinear, affine systems. Furthermore, it satisfies input and half-space flat state constraints and guarantees probabilistic Lyapunov decrease using only two sequential convex optimizations. We show that our approach performs similarly to, but is multiple times more efficient than, a Gaussian process model predictive controller in simulation, and achieves competitive tracking in real hardware experiments.",2026-04-28T03:27:01.274254+00:00
2604.24705v1,Energy-Arena: A Dynamic Benchmark for Operational Energy Forecasting,Max Kleinebrahm; Jonathan Berrisch; Philipp Eiser; Wolf Fichtner; Veit Hagenmeyer; Matthias Hertel; Nils Koster; Sebastian Lerch; Ralf Mikut; Jan Priesmann; Melanie Schienle; Benjamin Schaefer; Jann Weinand; Florian Ziel,econ.EM; cs.LG,2026-04-27T17:14:01+00:00,2026-04-27T17:14:01+00:00,http://arxiv.org/abs/2604.24705v1,https://arxiv.org/pdf/2604.24705v1,,,"Energy forecasting research faces a persistent comparability gap that makes it difficult to measure consistent progress over time. Reported accuracy gains are often not directly comparable because models are evaluated under study-specific datasets, time periods, information sets, and scoring setups, while widely used benchmarks and competition datasets are typically tied to fixed historical windows. This paper introduces the Energy-Arena, a dynamic benchmarking platform for operational energy time series forecasting that provides a continuously updated reference point as energy systems evolve. The platform operates as an open, API-based submission system and standardizes challenge definitions and submission deadlines aligned with operational constraints. Performance is reported on rolling evaluation windows via persistent leaderboards. By moving from retrospective backtesting to forward-looking benchmarking, the Energy-Arena enforces standardized ex-ante submission and ex-post evaluation, thereby improving transparency by preventing information leakage and retroactive tuning. The platform is publicly available at Energy-Arena.org.",2026-04-28T03:27:01.274306+00:00
