arxiv_id,title,authors,categories,published,updated,url,pdf_url,doi,journal_ref,abstract,collected_at
2608.26105v1,VBVR-Pro: A Scalable and Verifiable Suite for Native Visual Reasoning,Junxiang Xu; Ruisi Wang; Fanyi Pu; Maijunxian Wang; Ran Ji; Tongxi Zhou; Chenyang Gu; Jing Zuo; Hongcan Xiao; Yimeng Geng; Wanqi Yin; Wei Chen; Oscar Qian; Zhengan Yan; Ziqi Huang; Haiwen Diao; Liang Pan; Bo Li; Xiangyu Fan; Dezhi Luo; Fengyuan Yu; Zehong Zhao; Qingying Gao; Tinghui Zhu; Yilan Zhang; Jingqi Tong; Pinyuan Feng; Zhengze Jiang; Letian Wang; Ziyu Guo; Renrui Zhang; Jieneng Chen; Sonia Joseph; Constantin Venhoff; Saman Motamed; Mengyue Yang; Chandra Sripada; Alan Yuille; Philip Torr; Lvmin Zhang; Vikash Kumar; Daniel Khashabi; Nikolaus Kriegeskorte; Raphaël Millière; Vincent C. Müller; Anyi Rao; Quan Wang; Ziwei Liu; Dahua Lin; Lei Yang; Hokin Deng; Zhongang Cai,cs.CV; cs.AI; cs.LG; cs.MM; cs.RO,2026-08-26T17:59:51+00:00,2026-08-26T17:59:51+00:00,http://arxiv.org/abs/2608.26105v1,https://arxiv.org/pdf/2608.26105v1,,,"Native visual reasoning treats visual generation as the medium of reasoning itself: visual states (i.e. images and videos) are not merely inputs to be understood or outputs to be rendered, but first-class substrates for problem solving beyond language. Yet progress remains bottlenecked by the lack of scalable training tasks, reliable feedback, and controlled comparisons across generative substrates. In this work, we introduce VBVR-Pro, a closed-loop testbed that makes native visual reasoning through generation trainable, verifiable, optimizable, and experimentally controllable. 1) Task scaling. VBVR-Pro turns visual reasoning into a controlled task space of 300 procedurally generated tasks. Models trained on VBVR-Pro show strong transfer beyond the proposed suite across seven external visual reasoning benchmarks such as RISE-Video, MME-CoF-Pro, and BabyVision. 2) Verifiable rewards. VBVR-Pro provides verifiable reward scorers for task-grounded evaluation. Through a systematic study of leading MLLMs as judges, we identify recurring failure modes of the prevalent VLM-as-a-judge paradigm. In contrast, the proposed scorers are grounded in deterministic, task-specific rules, achieve fine-grained alignment with human judgments. Importantly, they serve as reliable reward signals for large-scale multi-task reinforcement learning and demonstrate stronger post-RL performance across visual reasoning tasks. 3) Mechanism study. VBVR-Pro enables controlled modality studies across more than 30 image, video, and interleaved generators. Our analysis shows that video generation remains strongest for tasks requiring persistent spatiotemporal state tracking, while interleaved generation provides a compute-efficient alternative. Critically, ablations and probing suggest the presence of vision-native trajectories that are crucial to visual reasoning. We release all data, models, scorers, and code.",2026-08-27T08:04:05.065742+00:00
2608.26094v1,MyoMechanix: Biomechanically-Grounded Compositional Skilled Activity Understanding and Coaching,Hao Yin; Paritosh Parmar; Lijun Gu; Lin Xu; Tianxiao Guo; Xiujin Liu; Tianyou Zheng; Yang Zhang; Weiwei Fu,cs.CV; cs.AI; cs.ET; cs.HC; cs.LG,2026-08-26T17:56:33+00:00,2026-08-26T17:56:33+00:00,http://arxiv.org/abs/2608.26094v1,https://arxiv.org/pdf/2608.26094v1,,,"Existing action quality assessment (AQA) datasets and methods rely primarily on visual inputs such as RGB and pose, overlooking physiological dynamics such as muscle mechanics and often modeling actions as monolithic patterns. These limitations hinder fine-grained, biomechanically grounded feedback. We introduce MyoMechanix, a multimodal ecosystem for weight-loaded actions that aligns motion with muscle activity. Expert-annotated, it contains 7,500+ samples of 20 actions from 38 subjects, with synchronized multiview RGB video, 3D pose, sEMG, and additional physiological signals, forming the largest multimodal AQA benchmark to date. We further construct the Fitness Knowledge Graph (FKG), which organizes expert annotations into structured relationships among actions, phases, key steps, errors, and corrective feedback, enabling compositional scoring and interpretable assessment. Building on these representations, we develop CUBIST (Compositional Ontological Reasoning Engine), which performs decomposition-analysis-recomposition for fine-grained error attribution and feedback generation. We also establish MyoMechanix-AQA, MyoMechanix-VideoQA, and a novel MyoMechanix-Video2EMG task. Experiments show that multimodal sensing and structured representations improve performance, interpretability, and error attribution, with CUBIST achieving state-of-the-art results; VideoQA enhances language-grounded action understanding; and Video2EMG suggests video-based alternatives to costly EMG sensing. MyoMechanix advances skilled activity understanding toward biomechanically grounded, multimodal, and compositional reasoning for Physical AI applications in fitness, rehabilitation, healthcare, and machine learning. Project page: https://haoyin116.github.io/MyoMechanix/",2026-08-27T08:04:05.065752+00:00
2608.26093v1,Agentic Autoresearch for Cell-Edge Power Control: Radically Redefining the Researcher's Role,Ahmad Khan; Akram Bin Sediq; Sara Azadegi Naeini; Raviraj S. Adve,cs.LG; cs.IT; eess.SY,2026-08-26T17:56:00+00:00,2026-08-26T17:56:00+00:00,http://arxiv.org/abs/2608.26093v1,https://arxiv.org/pdf/2608.26093v1,,,"Designing machine learning algorithms for wireless resource management is labour-intensive: the architecture, the loss function and the training recipe are all specified by hand. We demonstrate that this design layer can be surrendered to an autonomous agent in its entirety. We adopt the autoresearch protocol, in which an AI coding agent edits a training script, runs a fixed-budget experiment, and retains or discards the change according to a single immutable metric. We grant the agent authority over the architecture family, the input representation, the output parameterization, the loss function and the task-sampling law, and set it a target chosen for its difficulty: sum-least-percentile-rate power control across a multicell network. The formulation targets cell-edge throughput and is non-convex, non-smooth and strongly NP-hard away from its max-min vertex. Safeguards render the results trustworthy: a hash-pinned evaluator, an enforced inference contract and a pre-registered falsifier per experiment. In eighty-one unattended experiments over twenty-six hours, the agent reached $99.5\%$ of a converged minorization-maximization reference in one fixed-cost inference pass, at roughly $600\times$ lower inference cost, closing $94\%$ of the gap from its first working architecture, with one parameter set serving every network size and percentile target. It recovered provable structure rather than tuned constants: the output parameterization it discovered reproduces the exact max-min-optimal allocation at the minimum percentile, for every value of the trained weights.",2026-08-27T08:04:05.065758+00:00
2608.26090v1,Finding and using interpretable latents in a neutrino foundation model with sparse autoencoders,Raphaël Bonnet-Guerrini; Johann Ioannou-Nikolaides; Inar Timiryasov; Vincenzo Piuri,astro-ph.HE; cs.AI; cs.LG; hep-ex,2026-08-26T17:53:00+00:00,2026-08-26T17:53:00+00:00,http://arxiv.org/abs/2608.26090v1,https://arxiv.org/pdf/2608.26090v1,,,"We present a first application of sparse-autoencoder-based mechanistic interpretability to particle physics. Studying a neutrino foundation model pretrained on IceCube data and fine-tuned for direction reconstruction, we identify a validated atlas of physical concepts in the model representation, using a strict validation protocol consisting of held-out tests, matched nuisance controls, and replication across independent dictionary trainings. Causal interventions show that the direction head barely draws on this atlas. Motivated by this underused information, we train an uncertainty head on the same event-level representation to predict the model's angular reconstruction error. Unlike the direction head, it depends causally on quality and brightness features from the atlas. At $20\%$ selection efficiency, this interpretable estimator improves the median angular resolution from $20.2^\circ$ to $3.2^\circ$. These results suggest that mechanistic interpretability can reveal learned latent physics encoded within a model's internal representation and help design downstream tasks that exploit it.",2026-08-27T08:04:05.065763+00:00
2608.26088v1,Planetary Prediction Engine: Autonomous Geospatial Prediction via Intelligent Data Selection and Foundation Model Embeddings,Evelyn Ma; Rama Kumar Pasumarthi; Kishwar Shafin; Mandar Sharma; Mimi Sun; Hamed Sadeghi; Dav M. Ebengo; Mbulayi Onesime; Rouslan Solomakhin; John Wamburu; William Ogallo; Aisha Walcott-Bryant; Sanxing Chen; Arbaaz Muslim; Yael Mayer; Ronald Ho; Roy Lee; Ruth Alcantara; Abdoulaye Diack; Monica Bharel; Lambert Rosique; Jeremy Amez-Droz; Christopher Haire; James Manyika; Yossi Matias; Niv Efron; Gautam Prasad; Shravya Shetty,cs.AI; cs.LG,2026-08-26T17:50:52+00:00,2026-08-26T17:50:52+00:00,http://arxiv.org/abs/2608.26088v1,https://arxiv.org/pdf/2608.26088v1,,,"Addressing critical global challenges, from food security and disaster risk to disease outbreaks and socio-economic vulnerability, demands high-fidelity geospatial modeling. However, building predictive planetary models remains bottlenecked by a fragmented data ecosystem, requiring manual data retrieval, multimodal data curation and fusion along with iterative model selection. We present the Planetary Prediction Engine (PPE), an autonomous AI system that executes this end-to-end workflow directly from natural-language queries. PPE synthesizes multimodal datasets on the fly, retrieving spatiotemporally relevant covariates across open-web and Earth observation platforms (Data Commons, Google Earth Engine) and fusing them with geospatial foundation model embeddings (PDFM, AlphaEarth). Simultaneously, it searches over task-tailored model architecture families with automated overfitting guards. Across diverse tasks, geographies, and scientific domains, PPE consistently outperforms state-of-the-art or manually tuned expert baselines. For US spatial regression, PPE improves mean $R^2$ across 21 CDC health indicators (76.8% vs. 60.0%), FEMA national risk indices (64.9% vs. 60.0%), and the Social Vulnerability Index (66.2% vs. 58.6%). For spatial downscaling in data-scarce settings, PPE integrates localized proxies to double baseline accuracy in Nigerian food security indicators ($R^2$ of 66.1% vs. 31.5%). For epidemiological nowcasting of the 2026 DRC Bundibugyo Ebola outbreak, PPE achieves a Recall@10 of 83.3% (identifying 15 of 18 newly invaded health zones across five weekly forecasts), a +10.3 percentage-point improvement over the public state-of-the-art modeling (~73%). By combining autonomous multimodal planetary data discovery with targeted model optimization, PPE lowers the technical barrier to planetary-scale analytics, enabling rapid, customized, expert-level deployment.",2026-08-27T08:04:05.065768+00:00
2608.26086v1,TraceML: An Empirical Analysis of Human-Agent Planning in Machine Learning Development,Jiarui Yan; Weiwei Sun; Sijie Li; Wenhan Li; Yiming Yang,cs.LG; cs.AI,2026-08-26T17:50:13+00:00,2026-08-26T17:50:13+00:00,http://arxiv.org/abs/2608.26086v1,https://arxiv.org/pdf/2608.26086v1,,,"Large language models write correct code for isolated problems but remain far weaker at autonomous machine-learning development, where an agent must revise data pipelines, models, and validation over hours of feedback, and on most competitions still finishes below strong human competitors. Outcome-based benchmarks record this gap but not its cause, because they grade the final submission and discard the development process behind it. We introduce TraceML, which pairs human and agent work on the same competitions under one version-level schema: 4,465 human Kaggle trajectories across 134 competitions, seven of which are also worked by two agent scaffolds, giving 430 paired human and 207 agent trajectories. Every code version carries its score, its timestamp, and labels for the action taken, its intent, the edit size, and the score effect. Read this way, the gap becomes concrete. Experts alternate data work, validation, model changes, and ensembling, and return to approaches they had set aside. Each agent scaffold instead collapses into a narrow loop: Codex spends its steps re-weighting ensembles and tuning submissions, MLEvolve mutates its model in place, and neither pivots at the human rate nor reopens abandoned work. A short planning prompt distilled from human practice moves the behaviors it names toward the human profile and lifts scores, but the effort profile stays agent-shaped: instruction closes only the part of the gap that reduces to instructions. We release the corpus, the schema, the labelers, and the extraction pipeline at https://huggingface.co/datasets/jerryyan/TraceML.",2026-08-27T08:04:05.065773+00:00
2608.26083v1,ICON Decomposition: Multivariate Concept-Level Explanations of Deep Representations for Model Auditing,Roshan Prakash Rane; Marco Simnacher; Manuel Pfeuffer; Marc-Andre Schulz; Nys Tjade Siegel; Maximilian Dreyer; Frederik Pahde; Wojciech Samek; Sonja Greven; Kerstin Ritter,cs.LG; cs.AI; cs.CV; stat.ML,2026-08-26T17:47:49+00:00,2026-08-26T17:47:49+00:00,http://arxiv.org/abs/2608.26083v1,https://arxiv.org/pdf/2608.26083v1,,,"Deep neural networks often exploit spurious associations in their training data, a failure known as shortcut learning. Concept-based explainability methods screen for shortcuts by testing whether concepts such as a patient's sex or scanner settings can be decoded from a network layer. Because each concept is evaluated in isolation, these methods can mistake correlations between concepts as evidence that the model uses them. We introduce ICON decomposition, which instead quantifies how much of a layer's variance each concept explains after accounting for all other concepts and the outcome. On synthetic data with known ground truth, ICON recovers concept importance more accurately than seven alternative baseline methods. On skin-lesion and brain-imaging models, it isolates the concepts on which a model genuinely relies, quantifies the representation unexplained by any of the supplied concepts, and yields sparse explanations that we validate by retraining and out-of-distribution testing.",2026-08-27T08:04:05.065778+00:00
2608.26070v1,Prefix Sliding for efficient test-time scaling,Niklas Muennighoff; Zhengyang Wang; Zeyi Chen; Weijia Shi; Binyuan Hui; John Yang; Dapeng Jiang; Mika Senghaas; Fares Obeid; Johannes Hagemann; Sami Jaghouar; Ludwig Schmidt; Percy Liang; Jason Wei; Andrew Y. Ng; Luke Zettlemoyer; Yejin Choi; Mike Lewis,cs.CL; cs.AI; cs.LG,2026-08-26T17:37:15+00:00,2026-08-26T17:37:15+00:00,http://arxiv.org/abs/2608.26070v1,https://arxiv.org/pdf/2608.26070v1,,,"Test-time scaling uses extra test-time compute to improve performance, such as letting language models reason longer when solving a problem. As models keep the entire reasoning trace in memory via full attention, hard tasks that need long thinking can be prohibitively expensive. However, we find most intermediate reasoning tokens lose importance as the model continues reasoning. This calls into question whether retaining them is worth the cost. Based on this insight, we propose Prefix Sliding, which discards tokens during reasoning that are not part of the prefix or the window of the last few thousand tokens. The prefix has key instructions and tools available to the model, while the most recent tokens are the current reasoning the model is working on. This caps the total memory requirement regardless of how long the model reasons, allowing for efficient long-horizon test-time scaling. Without training, Prefix Sliding can make existing models 3x faster while maintaining performance. Training with Prefix Sliding using reinforcement learning can achieve better performance by enabling scaling to reasoning traces beyond a hundred thousand tokens. Ablations show Prefix Sliding outperforms summarizing intermediate tokens or vanilla sliding window. Our code is at https://github.com/Muennighoff/prefix-sliding",2026-08-27T08:04:05.065789+00:00
2608.26069v1,Group-Shared Low-Rank Approximation for Mobile-Efficient Pointwise Convolutions in Large-Kernel CNNs,Hao Luo; Yiting Yang; Wenyi Zhao; Man Jiang; Zhijun Lin; Ghulam Mohiuddin; Ting Jiang; Kunming Luo; Zihao Zhang; Qingsen Yan; Guoqing Wang; Wei Dong; Peng Wang,cs.LG,2026-08-26T17:36:35+00:00,2026-08-26T17:36:35+00:00,http://arxiv.org/abs/2608.26069v1,https://arxiv.org/pdf/2608.26069v1,,,"Large-kernel Convolutional Neural Networks (CNNs) deliver remarkable performance in vision tasks by significantly expanding receptive fields, yet their quadratic parameter growth critically impedes storage-efficient edge deployment. While existing efficient architectures adopt parameter-efficient depthwise separable convolution backbones that leverage techniques like low-rank approximation and weight sharing to compress depthwise convolutions, we identify a critical oversight: pointwise convolutions dominate parameter volume (>87% in models like RepLKNet-31B) and constitute the primary deployment bottleneck on resource-constrained edge devices. This results in prohibitive storage costs and severe memory-loading constraints on resource-limited devices (e.g., smartphones with 4-12 GB Random Access Memory (RAM)). To overcome this, we propose Channel Group-Shared (CGS) low-rank approximation, a novel Singular Value Decomposition (SVD)-based parameter-sharing strategy. CGS constructs a structured low-rank paradigm isomorphic to SVD decomposition, comprising shared (high-parameter-cost) down/up-projection matrices across channel groups within a layer and channel-group-specific (low-parameter-cost) scalable diagonal matrices. This group-sharing design achieves significant parameter reduction. Extensive experiments demonstrate that large-kernel CNNs (RepLKNet, ConvNeXt, SLaK) enhanced with CGS strike an empirically favorable balance between competitive performance and substantially reduced storage costs. Crucially, by alleviating storage constraints, reducing memory bandwidth pressure during loading, and minimizing model loading latency, CGS enables the feasible deployment of pre-trained large-kernel CNN models on edge devices, thereby bridging the gap between high-performance vision models and practical edge deployment.",2026-08-27T08:04:05.065799+00:00
2608.26060v1,Fine-Tuning Whisper for Automatic Speech Recognition in Baniwa: A Preliminary Study,Leonardo Duart; Tiago Fonseca; Thiago Chacón,cs.CL; stat.ML,2026-08-26T17:29:47+00:00,2026-08-26T17:29:47+00:00,http://arxiv.org/abs/2608.26060v1,https://arxiv.org/pdf/2608.26060v1,,,"Automatic Speech Recognition (ASR) technologies have achieved remarkable performance in recent years through the use of large multilingual foundation models. However, most advances remain concentrated on high-resource languages, while indigenous languages continue to suffer from a lack of speech resources and language technologies. This work presents a preliminary study on the adaptation of Whisper for Automatic Speech Recognition in Baniwa, an indigenous Arawakan language spoken in Brazil, Colombia, and Venezuela. The experiments were conducted using a corpus of 1,373 manually transcribed recordings obtained from a linguistic documentation project. The corpus contains approximately 0.54 hours of speech and consists primarily of isolated words and short elicited utterances. The Whisper Small model was fine-tuned using supervised learning and evaluated using Word Error Rate (WER) and Character Error Rate (CER). The best model achieved a WER of 37.5% and a CER of 7.45%, demonstrating that multilingual foundation models can be successfully adapted to extremely low-resource indigenous languages. The results establish an initial baseline for Baniwa Automatic Speech Recognition and provide a foundation for future research involving larger datasets, language-specific adaptation strategies, and post-processing techniques.",2026-08-27T08:04:05.065804+00:00
